NOMBRE_ESCUELA;FK_ID_COMUNA
COLEGIO SANTA ELENA CARMELITAS MISIONERAS TERESIANA;SANTIAGO CENTRO
COLEGIO SANTA MARIA CERVELLON;SANTIAGO NORTE
COLEGIO FILIPENSE;SANTIAGO CENTRO
ESCUELA BASICA N°823 SPENDIX;SANTIAGO ORIENTE
ESCUELA PART MARY AND GEORGE S SCHOOL;SANTIAGO NORTE
LICEO PROFESIONAL ABDON CIFUENTES;SANTIAGO CENTRO
LICEO INDUSTRIAL DE LA CONSTRUCCION VICTOR BEZANILLA SALINAS;SANTIAGO CENTRO
LICEO BICENTENARIO TÉCNICO PROFESIONAL IGNACIO DOMEYKO;SANTIAGO NORTE
LICEO INDUSTRIAL A-22 DE SANTIAGO;SANTIAGO CENTRO
COLEGIO SAN FRANCISCO DEL ALBA;SANTIAGO ORIENTE
LICEO ALEXANDER FLEMING DE LAS CONDES;SANTIAGO ORIENTE
LICEO RAFAEL SOTOMAYOR;SANTIAGO ORIENTE
LICEO MUNICIPALIZADO AMANDA LABARCA;SANTIAGO ORIENTE
LICEO JUAN PABLO II DE LAS CONDES;SANTIAGO ORIENTE
COLEGIO ANTARTICA CHILENA;SANTIAGO ORIENTE
COLEGIO NTRA. SRA. DEL ROSARIO LAS CONDES;SANTIAGO ORIENTE
LICEO BICENTENARIO SIMON BOLIVAR;SANTIAGO ORIENTE
LICEO BICENTENARIO DE EXCELENCIA MARIA LUISA BOMBAL;SANTIAGO ORIENTE
LICEO BICENTENARIO SANTA MARIA DE LAS CONDES;SANTIAGO ORIENTE
INSTITUTO FERMIN VIVACETA;SANTIAGO ORIENTE
ESCUELA DE FARELLONES;SANTIAGO ORIENTE
COLEGIO PARROQUIAL SANTA ROSA DE LO BARNECHEA;SANTIAGO ORIENTE
COLEGIO SAN JUAN DE KRONSTADT;SANTIAGO ORIENTE
COLEGIO LA VIRGEN DE POMPEYA;SANTIAGO ORIENTE
INSTITUTO PRESIDENTE ERRAZURIZ;SANTIAGO ORIENTE
COLEGIO ANGLO AMERICAN INTERNATIONAL SCHOOL;SANTIAGO ORIENTE
COLEGIO JOHN ANDREWS ADVENTIST ACADEMY;SANTIAGO ORIENTE
COLEGIO TABANCURA;SANTIAGO ORIENTE
COLEGIO SCUOLA ITALIANA VITTORIO MONTIGLIO;SANTIAGO ORIENTE
COLEGIO LA GIROUETTE;SANTIAGO ORIENTE
COLEGIO THE NEWLAND SCHOOL;SANTIAGO ORIENTE
COLEGIO COMPANIA DE MARIA APOQUINDO;SANTIAGO ORIENTE
COLEGIO LOS ANDES DE VITACURA;SANTIAGO ORIENTE
COLEGIO WENLOCK SCHOOL;SANTIAGO ORIENTE
COLEGIO VILLA MARIA ACADEMY;SANTIAGO ORIENTE
COLEGIO DE LOS SAGRADOS CORAZONES;SANTIAGO ORIENTE
COLEGIO DEL SAGRADO CORAZON DE APOQUINDO;SANTIAGO ORIENTE
COLEGIO NIDO DE AGUILAS;SANTIAGO ORIENTE
COLEGIO REDLAND SCHOOL;SANTIAGO ORIENTE
COLEGIO DEL VERBO DIVINO;SANTIAGO ORIENTE
COLEGIO SAN JUAN EVANGELISTA;SANTIAGO ORIENTE
COLEGIO INTERNACIONAL SEK CHILE;SANTIAGO ORIENTE
COLEGIO LA MAISONNETTE;SANTIAGO ORIENTE
COLEGIO DALCAHUE;SANTIAGO ORIENTE
COLEGIO SEMINARIO PONTIFICIO MENOR;SANTIAGO ORIENTE
COLEGIO CORDILLERA DE LAS CONDES;SANTIAGO ORIENTE
COLEGIO LINCOLN INTERNATIONAL ACADEMY;SANTIAGO ORIENTE
COLEGIO SANTA URSULA;SANTIAGO ORIENTE
COLEGIO EL CARMEN TERESIANO I;SANTIAGO ORIENTE
COLEGIO SAINT GEORGE S COLLEGE;SANTIAGO ORIENTE
COLEGIO BRADFORD SCHOOL;SANTIAGO ORIENTE
COLEGIO WILLIAM KILPATRICK;SANTIAGO ORIENTE
COLEGIO CRAIGHOUSE;SANTIAGO ORIENTE
COLEGIO BRITISH HIGH;SANTIAGO ORIENTE
LYCÉE ANTOINE DE SAINT-EXUPÉRY;SANTIAGO ORIENTE
LICEO POLIVALENTE ARTURO ALESSANDRI P.;SANTIAGO ORIENTE
LICEO Nº7 DE PROVIDENCIA LUISA SAAVEDRA;SANTIAGO ORIENTE
LICEO B 42 TAJAMAR;SANTIAGO ORIENTE
ESCUELA BASICA EL VERGEL;SANTIAGO ORIENTE
ESCUELA DE PROVIDENCIA;SANTIAGO ORIENTE
ESCUELA BASICA Y ESPECIAL MC-KAY;TALAGANTE
COLEGIO POLIV. PROF. GUILLERMO GONZALEZ HEIN;SANTIAGO ORIENTE
ESCUELA PARTICULAR TERESIANA DE SAN JOSE;SANTIAGO SUR
COLEGIO PARTICULAR REGINA PACIS;SANTIAGO ORIENTE
ESCUELA Y LICEO PAULINA VON MALLINCKRODT;SANTIAGO ORIENTE
COLEGIO COMPANIA DE MARIA-SEMINARIO;SANTIAGO ORIENTE
COLEGIO HUELEN;SANTIAGO ORIENTE
COLEGIO LATINOAMERICANO DE INTEGRACION;SANTIAGO ORIENTE
ESCUELA BASICA N°280 ASOCIACION MONTESSORI;SANTIAGO ORIENTE
COLEGIO SUPERIOR CAMBRIDGE;SANTIAGO ORIENTE
COLEGIO SAINT GABRIEL´S SCHOOL LOCAL SEDE;SANTIAGO ORIENTE
COLEGIO THE ANGEL´S SCHOOL;SANTIAGO ORIENTE
COLEGIO SAN BENITO;SANTIAGO ORIENTE
COLEGIO CAMPVS COLLEGE;SANTIAGO ORIENTE
COLEGIO DUNALASTAIR;SANTIAGO ORIENTE
COLEGIO ALEMAN DE SANTIAGO;SANTIAGO ORIENTE
COLEGIO DE LOS SAGRADOS CORAZONES PROVIDENCIA;SANTIAGO ORIENTE
COLEGIO TREWHELA´S ENGLISH SCHOOL;SANTIAGO ORIENTE
COLEGIO MARIANO;SANTIAGO ORIENTE
COLEGIO PADRE HURTADO Y JUANITA DE LOS ANDES;SANTIAGO ORIENTE
COLEGIO ALEMAN SANKT THOMAS MORUS;SANTIAGO ORIENTE
COLEGIO SANTIAGO COLLEGE;SANTIAGO ORIENTE
COLEGIO SAN IGNACIO EL BOSQUE;SANTIAGO ORIENTE
WEXFORD COLLEGE N 2;SANTIAGO ORIENTE
COLEGIO CAMBRIDGE COLLEGE;SANTIAGO ORIENTE
COLEGIO THE ENGLISH INSTITUTE;SANTIAGO ORIENTE
COMPLEJO EDUCACIONAL LA REINA;SANTIAGO ORIENTE
LICEO EUGENIO MARÍA DE HOSTOS;SANTIAGO ORIENTE
COLEGIO MUNICIPALIZADO CONFEDERAC SUIZA;SANTIAGO ORIENTE
COLEGIO SAN CONSTANTINO;SANTIAGO ORIENTE
ESCUELA BASICA YANGTSE EX E-229;SANTIAGO ORIENTE
ESCUELA PARTICULAR SAN LEONARDO MURIALDO;SANTIAGO ORIENTE
COLEGIO SANTA CATALINA LABOURÉ;SANTIAGO ORIENTE
ESCUELA HERMANAS DEL NINO JESUS;SANTIAGO ORIENTE
ESCUELA PARTICULAR ANTINIL;SANTIAGO ORIENTE
COLEGIO STA MARIA REINA;SANTIAGO ORIENTE
COLEGIO EL CARMEN TERESIANO;SANTIAGO ORIENTE
COLEGIO JOSÉ ARRIETA;SANTIAGO ORIENTE
COLEGIO SAN LUIS DE LAS CONDES;SANTIAGO ORIENTE
COLEGIO RUBEN DARIO;SANTIAGO ORIENTE
COLEGIO THE GRANGE SCHOOL;SANTIAGO ORIENTE
COLEGIO ANDREE ENGLISH SCHOOL;SANTIAGO ORIENTE
COLEGIO TERESIANO ENRIQUE DE OSSO;SANTIAGO ORIENTE
COLEGIO SAINT JOHN´S VILLA ACADEMY;SANTIAGO ORIENTE
INSTITUTO SUPERIOR DE COMERCIO DIEGO PORT;SANTIAGO ORIENTE
LICEO POLITECNICO PEDRO DE VALDIVIA;SANTIAGO ORIENTE
LICEO POLITECNICO A N° 60 PRESIDENTE MANUEL MONTT;SANTIAGO ORIENTE
LICEO INDUSTRIAL BICENTENARIO CHILENO ALEMAN;SANTIAGO ORIENTE
LICEO TECNICO B NÕ 58 JOSE MARIA NARBONA;SANTIAGO ORIENTE
LICEO COMERCIAL GABRIEL GONZALEZ VIDELA;SANTIAGO ORIENTE
LICEO POLIVALENTE MERCEDES MARIN DEL SOLAR;SANTIAGO ORIENTE
ESCUELA BENJAMIN CLARO VELASCO;SANTIAGO ORIENTE
LICEO AUGUSTO D HALMAR;SANTIAGO ORIENTE
LICEO VILLA MACUL ACADEMIA EX LICEO JUANA DE IBARBOUROU A 48;SANTIAGO ORIENTE
LICEO BICENTENARIO CARMELA SILVA DONOSO;SANTIAGO ORIENTE
LICEO BICENTENARIO JOAQUIN EDWARDS BELLO;SANTIAGO ORIENTE
COMPLEJO EDUC.MUN. BRIGIDA  WALKER.;SANTIAGO ORIENTE
LICEO LENKA FRANULIC;SANTIAGO ORIENTE
COL TEC PROFESIONAL REPUBLICA ARGENTINA;SANTIAGO ORIENTE
ESC.PRESIDENTE EDUARDO FREI MONTALVA;SANTIAGO ORIENTE
CENTRO EDUC. VALLE HERMOSO;SANTIAGO ORIENTE
LICEO ANTONIO HERMIDA FABRES;SANTIAGO ORIENTE
ESCUELA BÁSICA JOSÉ TORIBIO MEDINA;SANTIAGO ORIENTE
ESCUELA BAS. CENTRO EDUCACIONAL MILLANTU;SANTIAGO ORIENTE
ESCUELA REPUBLICA DE COSTA RICA;SANTIAGO ORIENTE
LICEO JUAN BAUTISTA PASTEN;SANTIAGO ORIENTE
LICEO REPUBLICA DE SIRIA;SANTIAGO ORIENTE
ESCUELA GUILLERMO ZANARTU IRIGOYEN;SANTIAGO ORIENTE
ESCUELA UNION NACIONAL ARABE;SANTIAGO ORIENTE
ESCUELA VILLA MACUL;SANTIAGO ORIENTE
CENTRO EDUCACIONAL EDUARDO DE LA BARRA;SANTIAGO ORIENTE
CENTRO EDUCACION MARIANO EGANA;SANTIAGO ORIENTE
LICEO ERASMO ESCALA ARRIAGADA;SANTIAGO ORIENTE
ESCUELA CARLOS FERNANDEZ PENA;SANTIAGO ORIENTE
ESCUELA LUIS  ARRIETA CANAS;SANTIAGO ORIENTE
LICEO MUNICIPALIZADO MANUEL ROJAS;SANTIAGO ORIENTE
COLEGIO BICENTENARIO MATILDE HUICI NAVAS;SANTIAGO ORIENTE
ESCUELA TOBALABA;SANTIAGO ORIENTE
COLEGIO LIKANKURA DE PEÑALOLÉN;SANTIAGO ORIENTE
ESCUELA JUAN MOYA MORALES;SANTIAGO ORIENTE
COLEGIO APOSTOL SAN PEDRO;SANTIAGO ORIENTE
ESCUELA PARTICULAR SANTA VICTORIA;SANTIAGO ORIENTE
ESCUELA BASICA PARTICULAR LOS HUSARES;SANTIAGO ORIENTE
ESCUELA BASICA MARTINEZ DE ROZAS;SANTIAGO ORIENTE
ESCUELA PARTICULAR MANUEL ANTONIO MATTA;SANTIAGO ORIENTE
COLEGIO PARTICULAR N 1 DE NUNOA;SANTIAGO ORIENTE
ESCUELA PARTICULAR REGINA MUNDI;SANTIAGO ORIENTE
COLEGIO SANTA MARGARITA DE ESCOCIA;SANTIAGO ORIENTE
ESCUELA BAS. RENACIMIENTO N_ 1;SANTIAGO ORIENTE
COLEGIO PARTICULAR SAN FERNANDO;SANTIAGO ORIENTE
INST. POLITEC. PROF. GUILLERMO GONZALEZ HEINR;SANTIAGO ORIENTE
ESCUELA PARTICULAR NUESTRA SRA.DEL PILAR;SANTIAGO ORIENTE
LICEO POLITEC.PARTICULAR CARMEN ARRIARAN;SANTIAGO ORIENTE
ESCUELA BAS. N_ 850 SANTA SOFIA;SANTIAGO ORIENTE
COLEGIO LIBERTADOR SIMON BOLIVAR;SANTIAGO ORIENTE
ESCUELA SAN JOSE OBRERO;SANTIAGO ORIENTE
COLEGIO POLIV. ROCKET COLLEGE;SANTIAGO ORIENTE
ESCUELA BASICA COLEGIO SANTA MARTA DE PENALOL;SANTIAGO ORIENTE
LICEO COMERCIAL PARTICULAR ÑUÑOA;SANTIAGO ORIENTE
COLEGIO POLIVALENTE YORK;SANTIAGO ORIENTE
ESC.PARA SORDOS DR. OTTE GABLER;SANTIAGO CENTRO
LICEO SALESIANO CAMILO ORTUZAR MONTT;SANTIAGO ORIENTE
ESC. PART. MARTA BRUNET;SANTIAGO ORIENTE
ESCUELA PARTICULAR COLEGIO CEDI;SANTIAGO ORIENTE
CENTRO EDUC PROFES GMO GONZALEZ HEINRICH;SANTIAGO ORIENTE
ESCUELA PARTICULAR WELCOME SCHOOL;SANTIAGO ORIENTE
COLEGIO PARTICULAR JORGE PRIETO LETELIER;SANTIAGO ORIENTE
ESCUELA PARTICULAR SANTIAGO DE CHILE;SANTIAGO ORIENTE
ESCUELA PARTICULAR THE NEW SCHOOL;SANTIAGO ORIENTE
COLEGIO PARTICULAR NUMERO DOS DE NUÑOA;SANTIAGO ORIENTE
COMPLEJO EDUCACIONAL ESPERANZA;SANTIAGO ORIENTE
ESCUELA PARTICULAR SAN JUAN BAUTISTA;SANTIAGO ORIENTE
COLEGIO, CENTRO EDUC.AMERICO VESPUCIO;SANTIAGO ORIENTE
COLEGIO SUIZO DE SANTIAGO;SANTIAGO ORIENTE
COLEGIO AKROS;SANTIAGO ORIENTE
COLEGIO ALTAMIRA;SANTIAGO ORIENTE
INSTITUTO PABLO NERUDA;SANTIAGO ORIENTE
COLEGIO ISABEL LA CATOLICA;SANTIAGO ORIENTE
INSTITUTO HEBREO DR CHAIM WEIZMANN-ORT;SANTIAGO ORIENTE
FUNDACIÓN EDUCACIONAL COLEGIO NOTRE DAME;SANTIAGO ORIENTE
COLEGIO SAINT GASPAR COLLEGE;SANTIAGO ORIENTE
COLEGIO CALASANZ;SANTIAGO ORIENTE
COLEGIO MANQUECURA ÑUÑOA;SANTIAGO ORIENTE
COLEGIO SANTA GEMA GALGANI;SANTIAGO ORIENTE
LICEO EXPERIMENTAL MANUEL DE SALAS;SANTIAGO ORIENTE
ESCUELA BÁSICA Nº520 FLORENCE NIGHTINGALE;SANTIAGO ORIENTE
COLEGIO THE KENT SCHOOL;SANTIAGO ORIENTE
COLEGIO UNIVERSITARIO EL SALVADOR;SANTIAGO ORIENTE
COLEGIO SAN MARCOS;SANTIAGO ORIENTE
COLEGIO INSTITUTO SANTA MARIA;SANTIAGO ORIENTE
LICEO BICENTENARIO DE EXCELENCIA BENJAMIN VICUNA MACKENNA;CORDILLERA
ESCUELA GUARDIAMARINA ERNESTO RIQUELME;CORDILLERA
ESCUELA ELSA SANTIBANEZ;CORDILLERA
LICEO NUEVO AMANECER;CORDILLERA
ESCUELA SOTERO DEL RIO;CORDILLERA
COMPLEJO EDUC. MUNICIPAL CARDEN.A.SAMORE;CORDILLERA
LICEO POLIVALENTE LOS ALMENDROS;CORDILLERA
ESCUELA LAS LILAS;CORDILLERA
LICEO INDIRA GANDHI;CORDILLERA
ESCUELA SANTA IRENE;CORDILLERA
ESCUELA LO CANAS;CORDILLERA
ESCUELA LOS CEREZOS;CORDILLERA
ESCUELA LOS QUILLAYES;CORDILLERA
ESCUELA  OSCAR CASTRO;CORDILLERA
ESCUELA PARTICULAR UNIDAD DIVINA;CORDILLERA
COLEGIO PARTICULAR ISLA WELLINGTON;CORDILLERA
CHILEAN EAGLES COLLEGE - LA FLORIDA;CORDILLERA
INSTITUTO LA SALLE;CORDILLERA
COLEGIO MAURICIO RUGENDAS;CORDILLERA
ESCUELA PARTICULAR MSR.DIEGO ROSALES;CORDILLERA
COLEGIO POLIV. SAN SEBASTIAN DE LA FLORIDA;CORDILLERA
COLEGIO SANTA PATRICIA DE LA FLORIDA;CORDILLERA
ESCUELA BÁSICA N°993 ANTONIO BORQUEZ SOLAR;CORDILLERA
COLEGIO PORTALES;CORDILLERA
ESCUELA PARTICULAR LOS COPIHUES;CORDILLERA
ESCUELA PARTICULAR LORD TOMAS COCHRANE;CORDILLERA
ESCUELA Y COLEGIO POLITECNICO LOS HEROES;CORDILLERA
COLEGIO SANTA MARIA;CORDILLERA
ESCUELA PART. JOHN PAUL SCHOOL;CORDILLERA
ESCUELA PARTICULAR LAURA ELGUETA;CORDILLERA
ESCUELA PARTICULAR LOS CASTANOS;CORDILLERA
CENTRO EDUCACIONAL LA FLORIDA;CORDILLERA
ESC. PART. SAINT GERMAINE SCHOOL;CORDILLERA
COLEGIO PARTICULAR LA CONCEPCION;CORDILLERA
ESC. PART. RAFAEL SOTOMAYOR B.;CORDILLERA
ESCUELA BASICA PARTICULAR PAICAVI  NUM 1;CORDILLERA
ESCUELA PARTICULAR PAPA JUAN PABLO II;CORDILLERA
ESCUELA PARTICULAR ROSARIO CONCHA;CORDILLERA
BERNADETTE COLLEGE;CORDILLERA
CENTRO EDUCACIONAL LONDON;CORDILLERA
COLEGIO POLIV. VICENTE VALDES;CORDILLERA
COLEGIO LE MONDE;CORDILLERA
COLEGIO SANTA CECILIA DE LA FLORIDA;CORDILLERA
LICEO BETSABE HORMAZABAL DE ALARCON;SANTIAGO CENTRO
ESCUELA DE LA INDUSTRIA GRAFICA HECTOR GO;SANTIAGO CENTRO
LICEO BICENTENARIO POLITECNICO SAN JOAQUIN;SANTIAGO CENTRO
LICEO COMERCIAL INSTITUTO SUPERIOR DE COMERCIO DE CHILE (EX A99);SANTIAGO CENTRO
ESCUELA  CONSOLIDADA DAVILA;SANTIAGO CENTRO
CENTRO EDUCACIONAL HORACIO ARAVENA A.;SANTIAGO CENTRO
ESCUELA GENERAL BASICA SANTA FE;SANTIAGO CENTRO
COLEGIO CIUDAD DE FRANKFORT;SANTIAGO CENTRO
ESCUELA TERRITORIO ANTARTICO;SANTIAGO CENTRO
ESCUELA POETAS DE CHILE;SANTIAGO CENTRO
ESCUELA LA VICTORIA;SANTIAGO CENTRO
LICEO MUNICIPAL ENRIQUE BACKAUSSE;SANTIAGO CENTRO
LICEO MUNICIPAL SAN JOAQUIN;SANTIAGO CENTRO
ESCUELA CENTRO EDUC. REP. MEXICANA;SANTIAGO CENTRO
ESCUELA LLANO SUBERCASEAUX;SANTIAGO CENTRO
ESCUELA BASICA RICARDO E. LATCHMAN;SANTIAGO CENTRO
ESCUELA POETA VICTOR DOMINGO SILVA;SANTIAGO CENTRO
CENTRO EDUC. PROVINCIA DE ÑUBLE;SANTIAGO CENTRO
ESCUELA VILLA SAN MIGUEL;SANTIAGO CENTRO
ESC. BAS. Y ESP. SU SANTIDAD JUAN XXIII;SANTIAGO CENTRO
ESCUELA BAS. LOS HEROES DE YUNGAY;SANTIAGO SUR
ESCUELA BÁSICA POETA NERUDA (EX-483);SANTIAGO CENTRO
ESCUELA BOROA;SANTIAGO CENTRO
INST. REG. EDUC ADULTOS SAN MIGUEL;SANTIAGO CENTRO
ESC. ESP. DE ADULTOS HUGO MORALES BIZAMA;SANTIAGO CENTRO
COLEGIO LA CASTRINA;SANTIAGO CENTRO
LICEO POLITECNICO SAN LUIS;SANTIAGO CENTRO
ESCUELA BAS.PART.N 23 COLEGIO SANTA ANA;SANTIAGO CENTRO
INSTIT.POLIT.SAN MIGUEL ARCANGEL;SANTIAGO CENTRO
COLEGIO SANTA ROSA;SANTIAGO CENTRO
ESCUELA PARTICULAR HANSEL Y GRETEL;SANTIAGO CENTRO
COLEGIO ESPIRITU SANTO DEL VERBO DIVINO;SANTIAGO CENTRO
ESCUELA INDUSTRIAL PART. LAUTARO;SANTIAGO CENTRO
LICEO COMERCIAL JAVIERA Y J L CARRERA N1;SANTIAGO CENTRO
ESCUELA PARTICULAR LUCILA GODOY;SANTIAGO CENTRO
COLEGIO PART. NUESTRA SRA DEL HUERTO;SANTIAGO CENTRO
COLEGIO POLIV.ADVENTISTA SANTIAGO SUR;SANTIAGO CENTRO
ESCUELA PARTICULAR PIO DOCE;SANTIAGO CENTRO
ESCUELA PARTICULAR Y COLEGIO CHILE;SANTIAGO CENTRO
ESCUELA PARTICULAR JOSE A.ALFONSO;SANTIAGO CENTRO
ESC.BAS.PROFESORA AIDA RAMOS DIAZ;SANTIAGO CENTRO
ESCUELA PARTICULAR LAURA VICUNA;SANTIAGO CENTRO
COLEGIO PARTICULAR POBL. ALESSANDRI;SANTIAGO CENTRO
COLEGIO SUBERCASEAUX COLLEGE;SANTIAGO CENTRO
COLEGIO PART. ANTONIO ACEVEDO HERNANDEZ;SANTIAGO CENTRO
ESCUELA PARTICULAR GRAN AVENIDA;SANTIAGO CENTRO
ESCUELA BASICA PARTIC JACQUELINE KENNEDY;SANTIAGO CENTRO
COLEGIO PARTICULAR PADRE FIDEL ABARCA;SANTIAGO CENTRO
COLEGIO BICENTENARIO SANTO CURA DE ARS;SANTIAGO CENTRO
PRINCESS MARGARET COLLEGE;SANTIAGO CENTRO
ESCUELA PARTICULAR ECOLE NOEL;SANTIAGO CENTRO
ESCUELA PARTICULAR MIGUEL DAVILA;SANTIAGO CENTRO
ESCUELA BASICA PARTICULAR RAINBOW SCHOOL;SANTIAGO CENTRO
COLEGIO SAN DAMIAN;CORDILLERA
ESCUELA PARTICULAR DIVINA GABRIELA;SANTIAGO CENTRO
ESC. BAS. N°221 SANTA CATALINA DE SAN MIGUEL;SANTIAGO CENTRO
ESCUELA PARTICULAR SAN CARLOS;SANTIAGO CENTRO
ESCUELA PARTICULAR EL GRECO;SANTIAGO CENTRO
ESCUELA PARTICULAR AMIGOS;SANTIAGO CENTRO
ESCUELA BAS. PART. QUEEN & FLOWER COLLEGE;SANTIAGO CENTRO
ESCUELA PARTICULAR LA RONDA DE SN.MIGUEL;SANTIAGO CENTRO
COLEGIO KING´S SCHOOL;SANTIAGO CENTRO
ESCUELA PARTICULAR MARQUEZ DE OVANDO;SANTIAGO CENTRO
ESCUELA PARTICULAR ROCIO DE LOS ANGELES;SANTIAGO CENTRO
COLEGIO PARROQUIAL SAN MIGUEL;SANTIAGO CENTRO
INSTITUTO MIGUEL LEON PRADO;SANTIAGO CENTRO
ESCUELA BASICA PARTICULAR CAMINITO;SANTIAGO SUR
LICEO INDUSTRIAL DE SAN MIGUEL AGUSTIN ED;SANTIAGO CENTRO
LICEO TECNICO A-100 DE SAN MIGUEL;SANTIAGO CENTRO
LICEO POLIVALENTE FRANCISCO FRIAS V.;SANTIAGO SUR
CENTRO EDUCACIONAL MUN.MARIANO LATORRE;CORDILLERA
LICEO COMERCIAL VATE VICENTE HUIDOBRO;SANTIAGO SUR
LICEO DOCTOR ALEJANDRO DEL RIO;SANTIAGO SUR
LICEO MUNICIPALIZADO ARAUCANIA;SANTIAGO SUR
LICEO MALAQUIAS CONCHA;SANTIAGO SUR
ESCUELA BAS. TECNO SUR;SANTIAGO SUR
LICEO N523;CORDILLERA
ESCUELA BASICA SENDERO DEL SABER;SANTIAGO SUR
ESCUELA BASICA EDUCADORES DE CHILE;SANTIAGO SUR
ESCUELA CAPITAN AVALOS;CORDILLERA
ESCUELA PABLO DE ROKHA;CORDILLERA
ESCUELA MUNICIPAL VIOLETA PARRA;CORDILLERA
LICEO MUNICIPAL PURKUYEN;SANTIAGO SUR
ESCUELA NANIHUE;SANTIAGO SUR
CENTRO EDUCACIONAL MUNICIPAL SAN RAMON;SANTIAGO SUR
COLEGIO NERUDA;CORDILLERA
LICEO MUNICIPALIZADO CENT.ED. LA PINTANA;CORDILLERA
COLEGIO MUNICIPAL PROCERES DE CHILE;SANTIAGO SUR
ESCUELA BAS. LA ARAUCANIA;SANTIAGO SUR
CENTRO EDUCACIONAL MIRADOR;SANTIAGO SUR
ESCUELA BAS. SANITAS;SANTIAGO SUR
ESCUELA BAS. POETA OSCAR CASTRO ZUNIGA;SANTIAGO SUR
ESCUELA BASICA TUPAHUE;SANTIAGO SUR
ESCUELA BASICA ISLAS DE CHILE;SANTIAGO SUR
ESCUELA BASICA KARELMAPU;SANTIAGO SUR
LICEO VICTOR JARA;CORDILLERA
LICEO MUNICIPAL LA GRANJA POETA NERUDA;SANTIAGO SUR
ESCUELA BAS. BENJAMIN SUBERCASEAUX;SANTIAGO SUR
ESCUELA BASICA JUAN DE DIOS ALDEA;CORDILLERA
ESCUELA BASICA VILLA LA CULTURA;SANTIAGO SUR
ESCUELA BASICA ALIVEN;SANTIAGO SUR
ESCUELA ESPECIAL DE ADULTOS;SANTIAGO SUR
COLEGIO MARISTA MARCELINO CHAMPAGNAT;CORDILLERA
CHILEAN EAGLES COLLEGE-LA PINTANA;CORDILLERA
COLEGIO CHRISTIAN GARDEN SCHOOL;SANTIAGO SUR
ESCUELA BÁSICA PADRE ESTEBAN GUMUCIO VIVES;SANTIAGO SUR
ESCUELA PARTICULAR EMA DIAZ SIERRA;SANTIAGO SUR
ESCUELA PARTICULAR TTE.DAGOBERTO GODOY;SANTIAGO SUR
COLEGIO POLIVALENTE FRANCISCO RAMIREZ;SANTIAGO SUR
LICEO BICENTENARIO SAN FRANCISCO;SANTIAGO SUR
ESCUELA PARTICULAR FRANCISCO DE MIRANDA;SANTIAGO SUR
ESCUELA BASICA PRESBITERIANA EL SALVADOR;SANTIAGO SUR
ESCUELA PARTICULAR FRANCISCO RAMIREZ;SANTIAGO SUR
ESCUELA PARTICULAR PDTE.JOSE J.PRIETO;CORDILLERA
ESCUELA COLEGIO ALBERTO BLEST GANA;SANTIAGO SUR
ESCUELA PARTIC PARROQUIAL DOMINGO SAVIO;SANTIAGO SUR
ESCUELA PARTICULAR ELSA RAMIREZ;SANTIAGO SUR
COLEGIO PARTICULAR PUERTO NAVARINO;CORDILLERA
CENTRO EDUCACIONAL SANTA ROSA DEL SUR;CORDILLERA
ESC. PART. CELESTIN FREINET;CORDILLERA
ESCUELA BASICA OSCAR SALINAS;CORDILLERA
COLEGIO NUESTRO MUNDO;SANTIAGO SUR
ESCUELA PARTICULAR ARTURO MATTE LARRAIN;SANTIAGO SUR
ESCUELA BASICA ALAS DE AGUILA;SANTIAGO SUR
ESCUELA PARTICULAR SAN MARCELO;SANTIAGO SUR
COMPLEJO EDUC.STA.RITA DE CASIA-ANEXO 1;CORDILLERA
COLEGIO SAN GREGORIO DE LA SALLE;SANTIAGO SUR
ESCUELA BASICA PARTIC ESTRELLA DE CHILE;SANTIAGO SUR
LICEO TÉCNICO CLOTARIO BLEST RIFFO;SANTIAGO CENTRO
LICEO CHRISTA MC AULIFFE;SANTIAGO SUR
CENTRO DUC.CARDENAL JOSE MARIA CARO;SANTIAGO SUR
LICEO POLITECNICO CIENCIA Y TECNOLOGIA;SANTIAGO SUR
INSTITUTO COMERCIAL PADRE ALBERTO HURTADO DE PEDRO AGUIRRE CERDA;SANTIAGO CENTRO
LICEO POLIVALENTE EUGENIO PEREIRA SALAS;SANTIAGO CENTRO
LICEO POLIVALENTE;SANTIAGO SUR
ESCUELA BASICA AVIADORES;SANTIAGO SUR
COLEGIO NACIONES UNIDAS;SANTIAGO SUR
COLEGIO PALESTINO;SANTIAGO SUR
LICEO POLIVALENTE OLOF PALME;SANTIAGO SUR
ESCUELA BASICA MARIO ARCE GATICA;SANTIAGO SUR
ESCUELA ESPERANZA JOVEN;SANTIAGO SUR
ESCUELA LO VALLEDOR;SANTIAGO CENTRO
ESCUELA BASICA SALOMON SACK;SANTIAGO SUR
ESCUELA BAS. OSCAR ENCALADA YOVANOVICH;SANTIAGO SUR
ESCUELA BLUE STAR COLLEGE;SANTIAGO SUR
COMPLEJO EDUCACIONAL FELIPE HERRERA LANE;SANTIAGO SUR
ESCUELA BASICA JOSE MARTI;SANTIAGO SUR
ESCUELA BASICA VILLA SANTA ELENA;SANTIAGO SUR
ESCUELA BASICA ACAPULCO;SANTIAGO SUR
ESCUELA CIUDAD DE LYON;SANTIAGO SUR
ESCUELA BASICA PAUL HARRIS;SANTIAGO SUR
COLEGIO HERNAN OLGUIN;SANTIAGO SUR
